ulasan,final_text,sentimen,label
"Saya suka tempat ini karna tempat bermainnya sangat banyak sekali dan ada masjid dan tempat belanja nya sangat rapi dan mudah di cari orang dan ada yang menjual mobil ,makanan,dll. Dan yang paling saya suka adalah tempat parkir mobil atau motor sangat rapi dan kasir nya ramah dan baik dan sopan santun sekali 😊😊😊😊😊😊😊😊😊😊😊",suka main masjid belanja rapi mudah cari orang jual mobil makan dll suka parkir mobil motor rapi kasir ramah sopan santun,positif,1
"Ready Stock
-Kemeja Jetbus Mercedes Benz harga Rp.130.000 diluar ongkir
Ukuran L,XL , XXL
-kemeja Sudiro Tungga jaya harga Rp.130.000
Ukuran L,XL,XXL
-sticker cutting
Harga diluar ongkos kirim dari kota solo
Order wa 081542870799",ready stock kemeja jetbus mercedes benz harga rp luar ongkir ukur xl xxl kemeja sudiro tungga jaya harga rp ukur xl xxl sticker cutting harga luar ongkos kirim kota solo order wa,positif,1
"Tempat yang luas sampai-sampai capek muterin, ada dua tempat bermain, satu di depan satu di belalang kalo masuk buat belanja langsung lurus lahh itu tempat mainnya, beli buah disini lumayan murah bisa per ons, beli naget disini juga murah bisa perons juga pokoknya beli makanan disini boleh per ons, kalo mau cek harga disini juga ada pengecekan harga gak harus ke kasir buat mastiin harga, pelayanan ramah gak pake teriak"" gak pake lama... Kalo belanja kesini gak usah takut dempet""an soalnya luas sekali..,",luas capek muterin main belalang kalo masuk belanja langsung lurus lahh main beli buah lumayan murah ons beli naget murah ons pokok beli makan ons kalo cek harga kece harga kasir mastiin harga layan ramah pake teriak pake kalo belanja kesini takut dempet an luas,positif,1
banyak banget promonya,promonya,positif,1
Tempat nya luas. Masjid nya bagus. Sering ada pameran buku dan fashion juga acara² menarik. Untuk pusat perbelanjaan tdk kalah dgn yg lain.,luas masjid bagus pamer buku fashion acara tarik pusat belanja kalah,positif,1
"Tempatnya luas, mudah parkir, cuman didalam gedung nya Kurang tertata rapi, semoga kedepan nya bisa lebih baik lagi.",tempat luas mudah parkir cuman dalam gedung tata rapi moga depan,positif,1
"Tempat belanja segala kebutuhan, lengkap, murah dan barang semua berkualitas. Pelayanan sangat baik dan ada banyak promo dan undian berhadiah umroh mobil motor tiap tahun. Mantap!",belanja butuh lengkap murah barang kualitas layan promosi undi hadiah umroh mobil motor mantap,positif,1
"masih sama seperti dulu waktu di solo

tak banyak yg berubah

kesini klo pas lg ada pameran aja

pas ke solo eh proyek purwosarinya mangkrak 😑

mengganggu liburanku saja 🙄 ya gitu dah",solo ubah kesini pas pamer pas solo eh proyek purwosarinya mangkrak ganggu libur ya,negatif,0
"Belanja kebutuhan rumah tangga
Area strategis deket universitas muhammadiyah surakarta
Buah"" an segar tempat nyaman dan menyenangkan
Baju koko dan mukenah semua komplit
Dijamin puas 👌👌 pelayannan nya
Disana juga pernah di adakan pameran komputer apkomsa
Mempermudahkan mahasiswa dalam berbelanja 👍🙋
Barang komplit dan banyak foodcourt juga
Ada taman bermain anak""
Enjoyable lah",belanja butuh rumah tangga area strategis deket universitas muhammadiyah surakarta buah an segar nyaman senang baju koko mukenah komplit jamin puas pelayannan sana adakan pamer komputer apkomsa mudah mahasiswa belanja barang komplit foodcourt taman main anak enjoyable,positif,1
"Tempat belanja ternyaman, apalagi pas ada event pameran buku dan baju muslim ini, bukunya pun menarik, harga baju pun oke dikantong mahasiswa, disana serasa ingin membeli semua bukunyaaa, kalau bisa sih event seperti itu diperpanjang waktunya 😂",belanja nyaman pas event pamer buku baju muslim buku tarik harga baju kantong mahasiswa sana serasa beli bukunyaaa event panjang,positif,1
Parkir motor gratis. Tempat parkir motor tidak terlalu luas. Di dekat Goro ada masjid besar yang cukup representatif untuk salat. Bagian dalamnya luas. Sering ada pameran buku di sini.,parkir motor gratis parkir motor luas goro masjid representatif salat dalam luas pamer buku,positif,1
"Dekat dengan rumah...lengkap, bersih, parkir luasssss.... barokallah assalam Hypermart...maju terus dan sukses aamiin 🤲 👍",rumah lengkap bersih parkir luasssss barokallah assalam hypermart maju sukses aamiin,positif,1
Tempat belanja yang terletak di daerah Pabelan Kartasura ini menyediakan berbagai macam kebutuhan harian Anda.... Selain supermarket ada juga kios-kios yg menjual busana muslim...mainan anak.... Toko buku juga ada di bagian depan.... Tersedia juga pusat jajanan dan arena bermain games.... Ada juga masjid yang terletak di bagian luar... Tempat parkir juga luas.... Di sini juga sering diadakan book fair,belanja letak daerah pabelan kartasura sedia butuh hari supermarket kios kios jual busana muslim main anak toko buku sedia pusat jajan arena main games masjid letak parkir luas ada book fair,positif,1
Tempat bagus dan lengkap tapi jum'at kemarin saya belanja di hypermarket..kebetulan lagi buru2 sampe rumah baru cek nota dan ada 1 barang yg ga saya beli masuk di nota.. saya cek di plastik belanjaan barang tersebut juga ga ada..padahal harganya lumayan mahal tuh barang..jadi agak kecewa sih bagian kasirnya kurang teliti..,bagus lengkap jum at kemarin belanja hypermarket buru sampe rumah cek nota barang beli masuk nota cek plastik belanja barang harga lumayan mahal barang kecewa kasir teliti,negatif,0
"Aku 2x beli kacamata di selatan kasir, mbak nek kamu baca ini dan masih inget aku yang kalo beli kacamata malah minta pendapatmu ""cocok ga?"" itu aku, dan aku juga mau foto bareng kamu mbak hehe. Trus nanti fotone ben bisa di upload di review sini. Tapi nek wes ndue suami gak sido.",beli kacamata selatan kasir mbak nek baca inget kalo beli kacamata dapat cocok foto bareng mbak hehe trus fotone ben upload review nek wes ndue suami sido,positif,1
"(+ tempat belanja kebutuhan sehari2 yg lengkap dari ujung rambut sampai D394 dari pakaian sampai perabot rumah tangga
+ ada juga lapak kuliner di bagian depan
+ parkiran luas, gratis, ada pepohonan rindang sehingga tidak panas 👍
+ harga relatif murah, walaupun kadang ada beberapa produk di tempat sebelah lebih murah
+ lorong antara rak barang/produk luas
+ ada masjid
+ ada tempat bermain untuk anak2
+ suasana islami
- hawa udara di dalam kurang sejuk, saya agak kegerahan
- pilihan merek terbatas",belanja butuh hari lengkap ujung rambut pakai perabot rumah tangga lapak kuliner parkir luas gratis pohon rindang panas harga relatif murah kadang produk belah murah lorong rak barang produk luas masjid main anak suasana islami hawa udara sejuk gerah pilih merek batas,positif,1
tempat parkir luas dan gratis mantap. suasanan berbelanja pun enak ndak begitu sremawut tapi kalu pas rame ya begitulah. tempat bermain juga lumayan menghibur untuk refresing anak2 sudah cukuplah.....,parkir luas gratis mantap suasanan belanja enak ndak sremawut kalu pas rame ya main lumayan hibur refresing anak,positif,1
"Parkir sangat luar biasa luas & Gratis.
Banyak shelter makanan.
Banyak digelar event.
Memiliki masjid yg sangat besar,bersih,& nyaman.",parkir luas gratis shelter makan gelar event milik masjid bersih nyaman,positif,1
"Alhamdulillaah... Tempat belanja modern yg sangat Islami. Ada masjid, halal food dll. Cuma sayangnya akses ke masjid dari mall tdk ada atap jd kalau hujan ya kehujanan. Bagi pengelola tolong ya dikasih atap dr mall ke masjidnya. Terima kasih n Jazakumullohu khoiron katsiron.",alhamdulillaah belanja modern islami masjid halal food dll sayang akses masjid mall atap hujan ya hujan kelola tolong ya kasih atap mall masjid terima kasih jazakumullohu khoiron katsiron,positif,1
"Menarik banyak tempat refreshingnya, cuman sebagai Hypermarket Muslim kurang berkahnya kalau tidak ada spanduk 8 ajaran berdagang ala Rasullulloh saw di luar dan di dalam Hypermarket dan dipatuhi semua pedagang. Semoga management cepat menanggapi pentingnya dan jadikan suatu gerakan pilar-pilar Islam dalam prinsip berdagang. Terima kasih.",tarik refreshingnya cuman hypermarket muslim berkah spanduk ajar dagang ala rasullulloh saw hypermarket patuh dagang moga management cepat tanggap jadi gera pilar pilar islam prinsip dagang terima kasih,positif,1
"salah satu swalayan yg mengusung suasana islami,dng tmpat yg luas dan nyaman untuk berbelanja bersama keluarga,dsna ad jga fasilitas masjid yg cukup besar darea dpan swalayan,co2k untuk rest area karna letaknya yg ad dpggir jalan raya solo-kartosuro,,manstab",salah swalayan usung suasana islami dng tmpat luas nyaman belanja keluarga dsna ad jga fasilitas masjid darea dpan swalayan cok rest area letak ad dpggir jalan raya solo kartosuro manstab,positif,1
Paling nyaman untuk belanja...aman jika bawa anak kecil. Harga muraahh...banyak diskon utk hari2 special. Yang paling keren...suara adzan terdengar d dalam market..masjid pun dekat dan nyaman 😍,nyaman belanja aman bawa anak harga muraahh diskon special keren suara adzan dengar market masjid nyaman,positif,1
"Pusat perbelanjaan di daerah Sukoharjo,tempatnya luas.di luar bagian depan ada semacam bursa mobil,di depan pintu masuk ada bbrp penjual makanan,di sebelah barat ada food court dan masjid yg cukup besar.begitu masuk ada bbrp stand penjual pakaian, supermarket agak masuk ke dalam.dgn bagian Frozen ada di ujung blkg.di dpn sblh kanan ada wahana bermain.di blkg Goro assalam sekarang ada wahana berkuda",pusat belanja daerah sukoharjo tempat luas bursa mobil pintu masuk bbrp jual makan belah barat food court masjid masuk bbrp stand jual pakai supermarket masuk frozen ujung blkg dpn sblh kanan wahana main blkg goro assalam wahana kuda,positif,1
"Assalam hypermarket tempatnya sangat nyaman dan luas.tempat parkirnya ok.anda dapat menemukan aneka kebutuhan sehari hari disini.anda juga dapat bermain sepuasnya dengan anak anak anda karena disediakan tempat khusus untuk bermain anak anda. Bila lapar, anda tak perlu khawatir..aneka macam masakan sudah tersedia dan anda tinggal pilih mau makan apa",assalam hypermarket tempat nyaman luas parkir temu aneka butuh hari main puas anak anak sedia khusus main anak lapar khawatir aneka masakan sedia tinggal pilih makan,positif,1
"Hypermart lengkap Dan harganya pun myrah2 dibanding dengan hypermart sejenis ... Ada tempat bermain utk anak2nya jg,jd anak bisa bermain ditemani papanya sedangkan mamanya bisa belanja dengan tenang ... Tp memang tempatnya tdk sebagus dan senyaman mall lainnya,parkiran cukup luas utk tempat makan jg Tidak banyak pilihan",hypermart lengkap harga myrah banding hypermart jenis main anak anak main tani papa mama belanja tenang tempat bagus nyaman mall parkir luas makan pilih,positif,1
"MasyaAllah,
Tempat berbelanja kebutuhan rumah tangga, alat tulis, reparasi, dan lain-lain dengan harga yang cukup terjangkau.
Tersedia juga masjid, rumah makan, area bermain, toilet, tempat parkir.

semoga berkah",masyaallah belanja butuh rumah tangga alat tulis reparasi harga jangkau sedia masjid rumah makan area main toilet parkir moga berkah,positif,1
Tempatnya luas..  Ada food garden kalo lapar habis belanja tinggal pilih mau makan apa..  Yg pasti halal disini..  Disini juga sering ada pameran..  Trs yg penting nih...  Disini nih parkir nya gratis..,tempat luas food garden kalo lapar habis belanja tinggal pilih makan halal pamer trs parkir gratis,positif,1
"Assalaam Hypermarket salah satu supermarket (dulunya Goro) tempat berbelanja kebutuhan / keperluan sehari hari, terlengkap sangat komplit dari pakaian hingga perlengkapan rumah tangga, harga lumayan murah dan tempatnya  sangat strategis tepat di jalur luar kota menuju Semarang maupun Yogyakarta, ada tempat bermain anak, tempat parkir luas dan gratis.",assalaam hypermarket salah supermarket dulunya goro belanja butuh perlu hari lengkap komplit pakai lengkap rumah tangga harga lumayan murah tempat strategis jalur kota semarang yogyakarta main anak parkir luas gratis,positif,1
Mesjidnya besar dan cukup luas. Ke sini biasanya pas Islamic Book Fair dan pameran-pameran sejenisnya. Arena bermain bagus ada trampolinnya.,mesjid luas pas islamic book fair pamer pamer jenis arena main bagus trampolin,positif,1
"Swalayannya besar eh iya kan namanya aja ada Hypermartnya hehehe...

Lengkap isinya... Ada bbrp promo.. banyak tmpt makan dan bnyk kebutuhan yg lain...

Punya pengalaman disini cari parkir motor kesusahan padahal ada tanda cuma ga perhatikan sampe tanya orang hehhe...",swalayan eh iya nama hypermartnya hehehe lengkap isi bbrp promosi makan bnyk butuh alam cari parkir motor susah tanda perhati sampe orang hehhe,positif,1
Ada beberapa item yg lbih murah di bandingkan dgan yg laen,item lbih murah banding dgan laen,positif,1
"Tempat luas, barang komplit, harga terjangkau,recomended untuk berbelanja bulanan :)",luas barang komplit harga jangkau recomended belanja bulan,positif,1
Parkir luas dan gratis. Banyak produk muslim. Masjid besar dan nyaman. Banyak jajanan dan sering ada pameran buku dan produk muslim. Tempat bersih dan nyaman.,parkir luas gratis produk muslim masjid nyaman jajan pamer buku produk muslim bersih nyaman,positif,1
"Tempat belanja yg sangat terjangkau. Berbagai macam kebutuhan ada. Sy biasanya cari bahan yg cukup sulit disini, spt telur ikan, otak sapi, dll. Harga cukup terjangkau. Lokasi jg cukup strategis",belanja jangkau butuh cari bahan sulit spt telur ikan otak sapi dll harga jangkau lokasi strategis,positif,1
"Selalu kangen... Ke GORO assalam... Karena, tempat strategis, belanja kebutuhan sehari2 lengkap, shelter makanan juga enak dan lengkap harga terjangkau... Dan pastinya masjid nya... Di area yg sama .. So belanja makan maen tapi sholat tetap terjaga.. Recomended banget. 💜",kangen goro assalam strategis belanja butuh hari lengkap shelter makan enak lengkap harga jangkau pasti masjid area so belanja makan maen sholat jaga recomended,positif,1
"Tempat belanja favorit
Parkir luas
Harga terjangkau
Akses sangat mudah
Ada masjid besar dan indah
Banyak jual makanan
Diingatkan waktu adzan
Ada tempat wahana bermain anak",belanja favorit parkir luas harga jangkau akses mudah masjid indah jual makan adzan wahana main anak,positif,1
"Masyaallah belanja disini lengkap, pelayanan oke, parkir luas, yang terpenting kejujurannya luar biasa kembalian 100 200 rupiah pun dikembalikan salut",masyaallah belanja lengkap layan parkir luas penting jujur kembali rupiah kembali salut,positif,1
"Tempatnya nyaman. Masjidnya luas, food court juga lengkap menunya. Kamar mandinya bersih. Kadang ada event pameran juga 😊👍",tempat nyaman masjid luas food court lengkap menu kamar mandi bersih kadang event pamer,positif,1
"Mall bernuansa muslim berlokasi didaerah pabelan kartosuro dipinggir jalan raya kartosuro - solo, dekat dengan kampus ums juga transmart. Hanya tersedia mart lumayan Komplit juga beberapa counter busana. Tersedia juga arena permainan anak. Sering dipakai pameran buku muslim. Disebelah luar tersedia food counter yg cocok dipakai buat santai. Di halaman depan dipakai buat jasa jual beli mobkas. Tersedia masjid, toilet dan parkir yg memadai",mall nuansa muslim lokasi daerah pabelan kartosuro pinggir jalan raya kartosuro solo kampus ums transmart sedia mart lumayan komplit counter busana sedia arena main anak pakai pamer buku muslim belah sedia food counter cocok pakai santai halaman pakai jasa jual beli mobkas sedia masjid toilet parkir pada,positif,1
"Tempat belanja nyaman dan parkir luas. Lengkap dengan tempat ibadah yang representatif.
Sholat jum'at nggak kawatir ketinggalan karena adzan dikumandangkan sampai ke dalam Mall.",belanja nyaman parkir luas lengkap ibadah representatif sholat jum at kawatir tinggal adzan kumandang mall,positif,1
